Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
57905388,You Got Anything Stronger?: Stories,Gabrielle Union,"Union, Gabrielle",Kevin Carr O'Leary,"=""0062979930""","=""9780062979933""",5,4.13,HarperCollins Publishers,Hardcover,242,2021,2021,2021/10/21,2021/10/21,,,read,,,,2,0
21856367,"The Innovators: How a Group of Hackers, Geniuses and Geeks Created the Digital Revolution",Walter Isaacson,"Isaacson, Walter",,"=""147670869X""","=""9781476708690""",5,4.11,Simon and Schuster,Hardcover,542,2014,2011,2021/09/27,2020/04/17,,,read,,,,1,0
23215488,Speak,Louisa Hall,"Hall, Louisa",,"=""0062391194""","=""9780062391193""",0,3.59,Ecco,Hardcover,336,2015,2015,,2021/09/13,to-read,to-read (#35),to-read,,,,0,0
34217536,The Mother of Black Hollywood: A Memoir,Jenifer Lewis,"Lewis, Jenifer",,"=""0062410407""","=""9780062410405""",0,4.35,Amistad,Hardcover,336,2017,2017,,2021/04/04,to-read,to-read (#34),to-read,,,,0,0
29430742,Around the Way Girl,Taraji P. Henson,"Henson, Taraji P.",Denene Millner,"=""1501125990""","=""9781501125997""",0,4.19,37 Ink,Hardcover,256,2016,2016,,2021/04/04,to-read,to-read (#33),to-read,,,,0,0
16158498,Give and Take: A Revolutionary Approach to Success,Adam M. Grant,"Grant, Adam M.",,"=""0670026557""","=""9780670026555""",0,4.07,Viking,Hardcover,320,2013,2013,,2021/04/03,currently-reading,currently-reading (#3),currently-reading,,,,1,0
49624060,"Explaining Humans: What Science Can Teach Us about Life, Love and Relationships",Camilla Pang,"Pang, Camilla",,"=""0241409608""","=""9780241409602""",5,3.49,Viking,Hardcover,239,2020,2020,2021/04/03,2021/04/03,,,read,,,,1,0
52275335,How to Avoid a Climate Disaster: The Solutions We Have and the Breakthroughs We Need,Bill  Gates,"Gates, Bill",,"=""0241448301""","=""9780241448304""",0,4.14,Allen Lane,Hardcover,272,2021,2021,,2021/02/04,to-read,to-read (#32),to-read,,,,0,0
34884359,We're Going to Need More Wine,Gabrielle Union,"Union, Gabrielle",,"=""""","=""""",5,4.19,Dey Street Books,Kindle Edition,272,2017,2017,2021/01/29,2021/01/28,,,read,"While randomly scrolling YouTube for what to entertain myself with while having breakfast, Gabrielle Union's interview with Trevor Noah on The Daily Show caught my eye and so I gave it a try. I enjoyed the interview and decided to read the book myself.<br/><br/>Gabrielle Union has proven that she's not only a talented actress with a beautiful face that doesn't age but a strong, powerful, intelligent black woman as well.<br/><br/>Her book takes you through experiences and mistakes as a young black girl trying to get through school to the amazing woman she is today with her own share of challenges she's experienced along the way. This book is one of those unputdownable types that leaves you wanting more and more. <br/>Her sense of humour is amazing and the book gives this down to earth, big sister vibe with just the right amount of cussing.<br/><br/>I really enjoyed it.",,,1,0
16189543,"The 3 Secrets to Effective Time Investment: Achieve More Success with Less Stress: Foreword by Cal Newport, author of So Good They Can't Ignore You",Elizabeth Grace Saunders,"Saunders, Elizabeth Grace",,"=""0071808817""","=""9780071808811""",0,3.65,McGraw Hill,Hardcover,272,2013,2012,,2021/01/25,to-read,to-read (#31),to-read,,,,0,0
42403122,The Code: Silicon Valley and the Remaking of America,Margaret O'Mara,"O'Mara, Margaret",,"=""""","=""""",0,3.95,Penguin Books,Kindle Edition,511,2019,2019,,2021/01/22,to-read,to-read (#30),to-read,,,,0,0
51152447,Caste: The Origins of Our Discontents,Isabel Wilkerson,"Wilkerson, Isabel",,"=""0593230256""","=""9780593230251""",0,4.54,Random House,Hardcover,496,2020,2020,,2021/01/05,to-read,to-read (#29),to-read,,,,0,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",0,4.39,Alfred A. Knopf,Hardcover,592,2006,2005,,2021/01/05,to-read,to-read (#28),to-read,,,,0,0
29780253,Born a Crime: Stories From a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""""","=""""",0,4.49,Doubleday Canada,Hardcover,289,2016,2016,,2021/01/05,,,read,,,,1,0
54110137,"Sapiens: A Graphic History, Volume 1 - The Birth of Humankind",Yuval Noah Harari,"Harari, Yuval Noah","David Vandermeulen, Daniel Casanave","=""0063055082""","=""9780063055087""",0,4.38,Harper,Hardcover,248,2020,2020,,2020/12/28,to-read,to-read (#27),to-read,,,,0,0
342504,The Science of Getting Rich,Wallace D. Wattles,"Wattles, Wallace D.",,"=""1585426016""","=""9781585426010""",4,4.14,Tarcher/Penguin,Mass Market Paperback,146,2007,1910,2020/09/09,2020/09/02,,,read,,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",3,4.36,Avery,Kindle Edition,319,2018,2018,,2020/12/28,,,read,,,,1,0
1165655,Reluctant Genius: The Passionate Life and Inventive Mind of Alexander Graham Bell,Charlotte Gray,"Gray, Charlotte",,"=""0002006766""","=""9780002006767""",5,4.31,HarperCollins,Hardcover,466,2006,2006,2020/08/13,2020/08/13,,,read,,,,2,0
40597264,Hacking Darwin: Genetic Engineering and the Future of Humanity,Jamie Metzl,"Metzl, Jamie",,"=""149267009X""","=""9781492670094""",4,4.01,Sourcebooks,Hardcover,327,2019,2019,,2020/04/24,,,read,,,,1,0
49128526,T-Minus AI: Humanity's Countdown to Artificial Intelligence and the New Pursuit of Global Power,Michael Kanaan,"Kanaan, Michael",,"=""1948836947""","=""9781948836944""",0,3.78,BenBella Books,Hardcover,304,2020,,,2020/12/28,to-read,to-read (#26),to-read,,,,0,0
51199750,"Some Assembly Required: Decoding Four Billion Years of Life, from Ancient Fossils to DNA",Neil Shubin,"Shubin, Neil",,"=""""","=""""",0,4.13,Pantheon,Hardcover,267,2020,2020,,2020/12/28,to-read,to-read (#25),to-read,,,,0,0
53916142,A Life on Our Planet: My Witness Statement and a Vision for the Future,David Attenborough,"Attenborough, David",,"=""1538719983""","=""9781538719985""",0,4.51,Grand Central Publishing,Hardcover,272,2020,2020,,2020/12/28,to-read,to-read (#24),to-read,,,,0,0
50734400,How to Argue With a Racist: What Our Genes Do (and Don't) Say About Human Difference,Adam Rutherford,"Rutherford, Adam",,"=""1615196714""","=""9781615196715""",0,3.91,The Experiment,Hardcover,224,2020,2020,,2020/12/28,to-read,to-read (#23),to-read,,,,0,0
50772888,No Filter: The Inside Story of Instagram,Sarah Frier,"Frier, Sarah",,"=""1982126809""","=""9781982126803""",0,4.11,Simon & Schuster,Hardcover,352,2020,2020,,2020/12/28,to-read,to-read (#22),to-read,,,,0,0
43923951,Such a Fun Age,Kiley Reid,"Reid, Kiley",,"=""""","=""""",3,3.80,G.P. Putnam's Sons,Hardcover,310,2019,2019,2020/04/12,2020/03/29,,,read,,,,2,0
38242135,"AI Superpowers: China, Silicon Valley, and the New World Order",Kai-Fu Lee,"Lee, Kai-Fu",,"=""132854639X""","=""9781328546395""",0,4.10,Harper Business,Hardcover,255,2018,2018,,2020/09/15,to-read,to-read (#21),to-read,,,,0,0
28186015,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Cathy O'Neil,"O'Neil, Cathy",,"=""0553418815""","=""9780553418811""",0,3.88,Crown,Hardcover,259,2016,2016,,2020/09/15,to-read,to-read (#20),to-read,,,,0,0
37830765,Ten Arguments For Deleting Your Social Media Accounts Right Now,Jaron Lanier,"Lanier, Jaron",,"=""1847925391""","=""9781847925398""",0,3.59,JONATHAN CAPE &amp; BH - TRADE,Hardcover,146,2018,2018,,2020/09/15,to-read,to-read (#19),to-read,,,,0,0
18302455,"The Circle (The Circle, #1)",Dave Eggers,"Eggers, Dave",,"=""""","=""""",4,3.43,Knopf,Hardcover,493,2013,2013,2020/03/29,2020/03/29,,,read,,,,1,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",5,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,2020/06/09,2020/06/09,,,read,,,,2,0
23131174,"The Digital Doctor: Hope, Hype, and Harm at the Dawn of Medicine's Computer Age",Robert M. Wachter,"Wachter, Robert M.",,"=""0071849467""","=""9780071849463""",0,4.16,McGraw Hill,Hardcover,352,2015,2015,,2020/05/03,currently-reading,currently-reading (#2),currently-reading,,,,1,0
38746485,Becoming,Michelle Obama,"Obama, Michelle",,"=""""","=""""",0,4.47,Crown,Hardcover,426,2018,2018,,2020/05/10,to-read,to-read (#18),to-read,,,,0,0
41998128,Architects of Intelligence: The truth about AI from the people building it,Martin Ford,"Ford, Martin",,"=""178913126X""","=""9781789131260""",0,4.10,Packt Publishing,Kindle Edition,554,2018,,,2020/05/10,to-read,to-read (#17),to-read,,,,0,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",0,4.38,Scribner,Hardcover,368,2017,2017,,2020/05/10,to-read,to-read (#16),to-read,,,,0,0
21413662,What If? Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",0,4.14,Dey Street Books,Hardcover,303,2014,2014,,2020/05/10,to-read,to-read (#15),to-read,,,,0,0
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",0,4.15,Oxford University Press,Paperback,360,2006,1976,,2020/05/10,to-read,to-read (#14),to-read,,,,0,0
15843166,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,"Sincero, Jen",,"=""0762447699""","=""9780762447695""",5,3.95,Running Press Adult,Paperback,254,2013,2013,2020/04/24,2020/04/22,,,read,,,,1,0
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,"Kiyosaki, Robert T.",,"=""0751532711""","=""9780751532715""",0,4.12,Time Warner Books UK,Paperback,195,2001,1997,2020/05/08,2020/05/07,,,read,,,,1,0
44441975,Synapse,Steven James,"James, Steven",,"=""0785225250""","=""9780785225256""",5,3.78,Thomas Nelson,Paperback,384,2019,2019,2020/05/03,2020/05/02,,,read,,,,1,0
40445,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,"Morgan, Richard K.",,"=""0345457692""","=""9780345457691""",0,4.04,Del Rey / Ballantine Books,Mass Market Paperback,526,2006,2002,,2020/05/03,to-read,to-read (#13),to-read,,,,0,0
32296049,Female Innovators at Work: Women on Top of Tech,Danielle Newnham,"Newnham, Danielle",,"=""1484223632""","=""9781484223635""",0,4.00,Apress,Paperback,233,2016,,,2020/04/17,to-read,to-read (#12),to-read,,,,0,0
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""1419729071""","=""9781419729072""",0,4.36,Abrams Press,Hardcover,448,2019,2019,,2020/04/24,currently-reading,currently-reading (#1),currently-reading,,,,1,0
43852758,How To: Absurd Scientific Advice for Common Real-World Problems,Randall Munroe,"Munroe, Randall",,"=""0525537090""","=""9780525537090""",0,4.15,Riverhead Books,Hardcover,308,2019,2019,,2020/04/24,to-read,to-read (#11),to-read,,,,0,0
43582376,The Body: A Guide for Occupants,Bill Bryson,"Bryson, Bill",,"=""0385539304""","=""9780385539302""",0,4.32,Doubleday Books,Hardcover,450,2019,2019,,2020/04/24,to-read,to-read (#10),to-read,,,,0,0
43785830,Will My Cat Eat My Eyeballs? Big Questions from Tiny Mortals About Death,Caitlin Doughty,"Doughty, Caitlin",Dianné Ruz,"=""039365270X""","=""9780393652703""",0,4.13,W. W. Norton & Company,Hardcover,222,2019,2019,,2020/04/24,to-read,to-read (#9),to-read,,,,0,0
36288143,Brotopia: Breaking Up the Boys' Club of Silicon Valley,Emily  Chang,"Chang, Emily",,"=""0735213542""","=""9780735213548""",4,4.01,Portfolio,Kindle Edition,335,2018,2018,2020/04/22,2020/04/18,,,read,,,,1,0
31451040,Geek Girl Rising: Inside the Sisterhood Shaking Up Tech,Samantha Parent Walravens,"Walravens, Samantha Parent",Heather Cabot,"=""1250112265""","=""9781250112262""",0,3.60,St. Martin's Press,Hardcover,272,2017,,,2020/04/17,to-read,to-read (#8),to-read,,,,0,0
25852961,Women in Tech: Take Your Career to the Next Level with Practical Advice and Inspiring Stories,Tarah Wheeler Van Vlack,"Vlack, Tarah Wheeler Van","Esther Dyson, Angie Chang","=""1632170663""","=""9781632170668""",4,3.95,Sasquatch Books,Hardcover,272,2016,2016,,2020/04/17,to-read,to-read (#7),to-read,,,,0,0
42399951,The Overdue Life of Amy Byler,Kelly Harms,"Harms, Kelly",,"=""1542090571""","=""9781542090575""",0,3.84,Lake Union Publishing,Kindle Edition,328,2019,2019,,2020/03/29,to-read,to-read (#6),to-read,,,,0,0
41081373,"Girl, Woman, Other",Bernardine Evaristo,"Evaristo, Bernardine",,"=""0241364906""","=""9780241364901""",0,4.30,Hamish Hamilton,Hardcover,453,2019,2019,,2020/03/29,to-read,to-read (#5),to-read,,,,0,0
50773748,A Curious History of Sex,Kate  Lister,"Lister, Kate",,"=""1783528060""","=""9781783528066""",0,4.18,Unbound,Kindle Edition,353,2020,2020,,2020/03/29,to-read,to-read (#4),to-read,,,,0,0
36687229,Hood Feminism: Notes from the Women That a Movement Forgot,Mikki Kendall,"Kendall, Mikki",,"=""""","=""""",0,4.39,Viking,Hardcover,267,2020,2020,,2020/03/29,to-read,to-read (#3),to-read,,,,0,0
46263943,Real Life,Brandon  Taylor,"Taylor, Brandon",,"=""0525538887""","=""9780525538882""",0,3.82,Riverhead Books,Hardcover,329,2020,2020,2020/03/29,2020/03/02,,,read,,,,2,0
35009679,"Leadership Lessons: Warren Buffett, Walt Disney, Thomas Edison, Katharine Graham, Steve Jobs, and Ray Kroc",Will Peters,"Peters, Will",,"=""""","=""""",3,3.91,"New Word City, Inc.",Kindle Edition,136,2017,,2020/03/29,2020/03/29,,,read,,,,2,0
49750,An Abundance of Katherines,John Green,"Green, John",,"=""0525476881""","=""9780525476887""",0,3.52,Dutton Books for Young Readers,Hardcover,229,2006,2006,,2020/03/02,,,read,,,,1,0
31434883,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0735220689""","=""9780735220683""",0,4.24,Pamela Dorman Books / Viking,Hardcover,336,2017,2017,,2020/03/02,,,read,,,,1,0
19547856,"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,"Albertalli, Becky",,"=""0062348671""","=""9780062348678""",0,4.17,Balzer + Bray,Hardcover,320,2015,2015,,2020/03/02,,,read,,,,1,0
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",5,4.21,Harper,Kindle Edition,450,2017,2015,2020/02/25,2020/01/06,,,read,,,,1,0
17674969,Life at the Speed of Light: From the Double Helix to the Dawn of Digital Life,J. Craig Venter,"Venter, J. Craig",,"=""0670025402""","=""9780670025404""",0,3.86,Viking,Hardcover,240,2013,2013,,2020/01/19,to-read,to-read (#2),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",5,4.37,Vintage,Paperback,512,2015,2011,2020/01/18,2020/01/06,,,read,,,,1,0
12844390,Brutal Simplicity of Thought: How It Changed the World,M&C Saatchi,"Saatchi, M&C",,"=""0091943310""","=""9780091943318""",0,3.53,Ebury Press,Hardcover,112,2011,2011,2020/01/06,2020/01/06,,,read,,,,1,0
1208713,The Art of Creative Thinking: How to Be Innovative and Develop Great Ideas,John Adair,"Adair, John",,"=""0749447990""","=""9780749447991""",4,3.43,Kogan Page,Hardcover,133,2007,2007,2020/01/02,2020/01/02,,,read,,,,2,0
40539165,Queenie,Candice Carty-Williams,"Carty-Williams, Candice",,"=""1501196014""","=""9781501196010""",0,3.86,Gallery/Scout Press,Hardcover,330,2019,2019,,2019/11/08,,,read,,,,1,0
36205015,"The Space Barons: Elon Musk, Jeff Bezos, and the Quest to Colonize the Cosmos",Christian Davenport,"Davenport, Christian",,"=""1610398297""","=""9781610398299""",0,4.11,PublicAffairs,Hardcover,320,2018,2018,,2019/10/05,,,read,,,,1,0
15796700,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Jashar Awan,"=""""","=""""",5,4.32,Alfred A. Knopf,Hardcover,477,2013,2013,,2019/09/30,,,read,,,,1,0
36596442,Hello Girls,Brittany Cavallaro,"Cavallaro, Brittany",Emily Henry,"=""""","=""""",0,3.44,Katherine Tegen Books,Hardcover,325,2019,2019,,2019/09/17,,,read,,,,1,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""""",0,3.90,Harper,Paperback,212,2016,2016,,2019/09/15,,,read,,,,1,0
32191710,Astrophysics for People in a Hurry,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,"=""0393609391""","=""9780393609394""",5,4.08,W. W. Norton & Company,Hardcover,223,2017,2017,2017/11/01,2017/10/31,,,read,,,,1,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",5,4.37,Beacon Press,Paperback,165,2006,1959,,2019/09/11,,,read,,,,1,0
18077903,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,"Catmull, Ed",Amy    Wallace,"=""0812993012""","=""9780812993011""",5,4.22,Random House,Hardcover,368,2014,2014,,2018/10/06,,,read,,,,1,0
35615200,"Brave Enough (Brave Enough, #1)",Kati Gardner,"Gardner, Kati",,"=""1635830206""","=""9781635830200""",0,3.99,Flux,Paperback,280,2018,2018,,2018/06/11,to-read,to-read (#1),to-read,,,,0,0
34237641,Her,Pierre Alex Jeanty,"Jeanty, Pierre Alex","Omar Rodriguez, Tremanda Pewett, Carla Dupont, Sarah Plamondon","=""0997426586""","=""9780997426588""",4,3.87,Jeanius Publishing LLC,Paperback,160,2017,,,2018/03/04,,,read,,,,1,0
36049650,Her Vol. 2,Pierre Alex Jeanty,"Jeanty, Pierre Alex",Tremanda Pewett,"=""""","=""""",4,3.95,Jeanius Publishing LLC,Kindle Edition,166,2017,,,2018/03/04,,,read,,,,1,0
31207017,"Love, Hate & Other Filters",Samira Ahmed,"Ahmed, Samira",,"=""1616958472""","=""9781616958473""",4,3.76,Soho Teen,Hardcover,281,2018,2018,,2018/01/21,,,read,,,,1,0
18806240,Bone Gap,Laura Ruby,"Ruby, Laura",,"=""""","=""""",0,3.81,Balzer + Bray,Kindle Edition,373,2015,2015,,2018/01/19,,,read,,,,1,0
18336965,My Heart and Other Black Holes,Jasmine Warga,"Warga, Jasmine",,"=""""","=""""",0,3.97,HarperCollins/Balzer + Bray,Kindle Edition,302,2015,2015,,2018/01/14,,,read,,,,1,0
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062301233""","=""9780062301239""",0,4.19,Ecco,Hardcover,392,2015,2015,2017/12/28,2017/12/24,,,read,,,,1,0
18460392,All the Bright Places,Jennifer Niven,"Niven, Jennifer",,"=""0385755880""","=""9780385755887""",0,4.13,Knopf,Hardcover,378,2015,2015,,2018/01/07,,,read,,,,1,0
16068905,Fangirl,Rainbow Rowell,"Rowell, Rainbow",,"=""""","=""""",0,3.96,St. Martin's Griffin,Kindle Edition,483,2013,2013,,2018/01/04,,,read,,,,1,0
10816297,"Kill Shot (Mitch Rapp, #2)",Vince Flynn,"Flynn, Vince",,"=""1416595201""","=""9781416595205""",0,4.31,Emily Bestler Atria Simon & Schuster,Hardcover,385,2012,2012,,2018/01/04,,,read,,,,1,0
7959473,"American Assassin (Mitch Rapp, #1)",Vince Flynn,"Flynn, Vince",,"=""141659518X""","=""9781416595182""",0,4.25,Atria Simon & Schuster,Hardcover,435,2010,2010,,2018/01/01,,,read,,,,1,0
28763485,The Sun Is Also a Star,Nicola Yoon,"Yoon, Nicola",,"=""0553496689""","=""9780553496680""",0,3.98,Delacorte Press,Hardcover,344,2016,2016,,2017/12/30,,,read,,,,1,0
18692431,"Everything, Everything",Nicola Yoon,"Yoon, Nicola",David  Yoon,"=""0553496646""","=""9780553496642""",4,3.98,Delacorte Books for Young Readers,Hardcover,312,2015,2015,,2017/12/28,,,read,,,,1,0
33290383,Let it Snow,John Green,"Green, John","Maureen Johnson, Lauren Myracle","=""""","=""""",4,3.68,Speak,Kindle Edition,353,2016,2008,,2017/12/24,,,read,,,,1,0
31202835,How to Be a Bawse: A Guide to Conquering Life,Lilly Singh,"Singh, Lilly",,"=""0425286460""","=""9780425286463""",4,3.94,Ballantine Books,Hardcover,315,2017,2017,,2017/12/24,,,read,,,,1,0
31684925,Chemistry,Weike Wang,"Wang, Weike",,"=""1524731757""","=""""",3,3.74,Knopf,Kindle Edition,224,2017,2017,,2017/12/24,,,read,,,,1,0
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,"=""0735224293""","=""9780735224292""",0,4.08,Penguin Press,Hardcover,338,2017,2017,,2017/12/17,,,read,,,,1,0
33630116,Madness,Zac Brewer,"Brewer, Zac",Z Brewer,"=""0062457853""","=""9780062457851""",0,3.71,HarperTeen,Hardcover,304,2017,2017,,2017/12/17,,,read,,,,1,0
32283133,"Origin (Robert Langdon, #5)",Dan Brown,"Brown, Dan",,"=""0385514239""","=""9780385514231""",0,3.89,Doubleday,Hardcover,461,2017,2017,,2017/12/17,,,read,,,,1,0
12687461,"Locked On (Jack Ryan Jr, #3; Jack Ryan Universe, #14)",Tom Clancy,"Clancy, Tom",Mark Greaney,"=""039915731X""","=""9780399157318""",0,4.09,G.P. Putnam's Sons,Hardcover,853,2011,2011,,2017/12/17,,,read,,,,1,0
10592,Carrie,Stephen King,"King, Stephen",,"=""1416524304""","=""9781416524304""",0,3.98,Pocket,Mass Market Paperback,272,2005,1974,,2017/12/17,,,read,,,,1,0
30256248,By Your Side,Kasie West,"West, Kasie",,"=""0062455869""","=""9780062455864""",0,3.86,HarperTeen,Paperback,346,2017,2017,,2017/11/08,,,read,,,,1,0
18254,Oliver Twist,Charles Dickens,"Dickens, Charles",Philip Horne,"=""""","=""""",0,3.88,Penguin Books,Paperback,608,2003,1838,,2017/11/08,,,read,,,,1,0
22060619,Enter Title Here,Rahul Kanakia,"Kanakia, Rahul",,"=""1484723872""","=""9781484723876""",0,3.44,Disney-Hyperion,Hardcover,343,2016,2016,,2017/11/01,,,read,,,,1,0
32075671,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,"=""""","=""""",0,4.48,Balzer + Bray,Hardcover,454,2017,2017,,2017/10/31,,,read,,,,1,0
35504431,Turtles All the Way Down,John Green,"Green, John",,"=""0525555366""","=""9780525555360""",5,3.89,Dutton Books for Young Readers,Hardcover,290,2017,2017,,2017/10/24,,,read,,,,1,0
30256109,American Street,Ibi Zoboi,"Zoboi, Ibi",,"=""0062473042""","=""9780062473042""",0,4.00,Balzer + Bray,Hardcover,336,2017,2017,,2017/10/06,,,read,,,,1,0
1052,The Richest Man in Babylon,George S. Clason,"Clason, George S.",,"=""0451205367""","=""9780451205360""",0,4.25,Berkley Books,Paperback,194,2002,1926,,2017/10/06,,,read,,,,1,0
23015872,"Traffick (Tricks, #2)",Ellen Hopkins,"Hopkins, Ellen",,"=""""","=""""",0,4.28, Margaret K. McElderry Books,Hardcover,505,2015,2015,,2017/10/06,,,read,,,,1,0
5510384,"Tricks (Tricks, #1)",Ellen Hopkins,"Hopkins, Ellen",,"=""1416950079""","=""9781416950073""",0,4.28,Margaret K. McElderry Books,Hardcover,627,2009,2009,,2017/10/06,,,read,,,,1,0
270807,"Burned (Burned, #1)",Ellen Hopkins,"Hopkins, Ellen",,"=""1416903542""","=""9781416903543""",0,4.25,Margaret K. McElderry Books,Hardcover,544,2006,2006,2017/09/08,2017/09/07,,,read,,,,1,0
3590,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""""",0,4.30,Oxford University Press,Paperback,389,1998,1892,,2017/04/20,,,read,,,,1,0
18126198,"Four: A Divergent Story Collection (Divergent, #0.1-0.4)",Veronica Roth,"Roth, Veronica",,"=""0062285688""","=""9780062285683""",0,3.96,Katherine Tegen Books,Paperback,285,2014,2014,,2017/09/06,,,read,,,,1,0
18080922,"Four: The Son (Divergent, #0.3)",Veronica Roth,"Roth, Veronica",,"=""0062285661""","=""9780062285669""",0,4.07,Katherine Tegen Books,Kindle Edition,65,2014,2014,,2017/09/06,,,read,,,,1,0
18080923,"The Traitor (Divergent, #0.4)",Veronica Roth,"Roth, Veronica",,"=""006228567X""","=""9780062285676""",0,4.14,Katherine Tegen Books,Unknown Binding,48,2014,2014,,2017/09/06,,,read,,,,1,0
18080921,"Four: The Initiate (Divergent, #0.2)",Veronica Roth,"Roth, Veronica",,"=""0062285653""","=""9780062285652""",0,4.16,Katherine Tegen Books,Unknown Binding,30,2014,2014,,2017/09/06,,,read,,,,1,0
18080920,"The Transfer (Divergent, #0.1)",Veronica Roth,"Roth, Veronica",,"=""0062285637""","=""9780062285638""",0,4.16,Katherine Tegen Books,ebook,55,2013,2013,,2017/09/06,,,read,,,,1,0
13615258,"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)",Veronica Roth,"Roth, Veronica",,"=""006223742X""","=""9780062237422""",0,4.13,Katherine Tegen Books ,ebook,43,2012,2012,,2017/09/06,,,read,,,,1,0
1812457,The Shack,William Paul Young,"Young, William Paul",,"=""0964729237""","=""9780964729230""",0,3.82,Windblown Media,Paperback,248,2007,2007,2017/09/06,2017/03/08,,,read,,,,1,0
22692740,Symptoms of Being Human,Jeff Garvin,"Garvin, Jeff",,"=""0062382861""","=""9780062382863""",3,4.12,Balzer + Bray,Hardcover,335,2016,2016,,2017/09/06,,,read,,,,1,0
26117336,"I See London, I See France (I See London, I See France, #1)",Sarah Mlynowski,"Mlynowski, Sarah",,"=""0062397079""","=""9780062397072""",4,3.61,HarperTeen,Hardcover,378,2017,2017,,2017/09/06,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",0,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2017/08/26,,,read,,,,1,0
15197,Maus II: A Survivor's Tale: And Here My Troubles Began,Art Spiegelman,"Spiegelman, Art",,"=""0679729771""","=""9780679729778""",0,4.41,Pantheon,Paperback,144,1992,1991,2017/08/11,2017/08/11,,,read,,,,1,0
15195,The Complete Maus,Art Spiegelman,"Spiegelman, Art",,"=""0141014083""","=""9780141014081""",0,4.57,Penguin Books,Paperback,296,2003,1980,,2017/08/11,,,read,,,,1,0
15196,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,"Spiegelman, Art",,"=""0394541553""","=""9780394541556""",0,4.38,Pantheon Books,Hardcover,159,1991,1986,,2017/08/11,,,read,,,,1,0
991197,The Complete Persepolis,Marjane Satrapi,"Satrapi, Marjane",,"=""0375714839""","=""9780375714832""",0,4.39,Pantheon Books,Paperback,341,2007,2003,,2017/08/11,,,read,,,,1,0
9517,"Persepolis 2: The Story of a Return (Persepolis, #2)",Marjane Satrapi,"Satrapi, Marjane",Anjali Singh,"=""0375714669""","=""9780375714665""",0,4.21,Pantheon,Paperback,187,2005,2003,2017/08/11,2017/08/03,,,read,,,,1,0
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",0,4.14,Dutton Books,Hardcover,313,2012,2012,,2017/08/10,,,read,,,,1,0
